[5, ['carrot']] carrrotsand.dat
[5, ['carrot']] carrrotsand.dat
[6, ['abroad']] carrrotsand.dat
[6, ['around']] carrrotsand.dat
[6, ['around']] carrrotsand.dat
[6, ['carbon']] carrrotsand.dat
[6, ['cartoon']] carrrotsand.dat
[6, ['command']] carrrotsand.dat
[6, ['command']] carrrotsand.dat
[6, ['corruption']] carrrotsand.dat
